Ghir_D06	14200000	15200000	175935
Ghir_A01	97800000	98800000	47213
Ghir_D06	14400000	15400000	155741
Ghir_A01	98000000	99000000	61541
Ghir_D06	14600000	15600000	137610
Ghir_A01	98200000	99200000	65973
Ghir_D06	14800000	15800000	168944
Ghir_A01	98400000	99400000	65973
Ghir_D06	15000000	16000000	172787
Ghir_A01	98600000	99600000	72247
Ghir_D06	15200000	16200000	141110
Ghir_A01	98800000	99800000	54018
Ghir_D06	15400000	16400000	130693
Ghir_A01	99000000	100000000	84422
Ghir_D06	15600000	16600000	146876
Ghir_A01	99200000	100200000	91597
Ghir_A01	99400000	100400000	122961
Ghir_A01	99600000	100600000	152126
Ghir_D03	23800000	24800000	131438
Ghir_D03	24000000	25000000	120447
Ghir_D03	24200000	25200000	99284
Ghir_D03	24400000	25400000	99284
Ghir_D03	24600000	25600000	94064
Ghir_D03	24800000	25800000	9883
Ghir_D03	25000000	26000000	9883
Ghir_D03	25200000	26200000	1755
Ghir_D03	25400000	26400000	1755
Ghir_A03	19800000	20800000	50836
Ghir_D03	25600000	26600000	21846
Ghir_A03	20000000	21000000	29715
Ghir_A03	20200000	21200000	22155
Ghir_A03	20400000	21400000	6442
Ghir_A03	20600000	21600000	18782
Ghir_A03	20800000	21800000	21419
Ghir_A03	21000000	22000000	21419
Ghir_A03	21200000	22200000	21419
Ghir_D10	9800000	10800000	1182046
Ghir_A03	21400000	22400000	21419
Ghir_D10	10000000	11000000	1044662
Ghir_A03	21600000	22600000	2637
Ghir_D10	10200000	11200000	709531
Ghir_D10	10400000	11400000	634590
Ghir_D10	10600000	11600000	295174
Ghir_D10	10800000	11800000	319200
Ghir_D10	11000000	12000000	284913
Ghir_D10	11200000	12200000	220438
Ghir_A08	69800000	70800000	24081
Ghir_D10	11400000	12400000	158031
Ghir_A08	70000000	71000000	30496
Ghir_D10	11600000	12600000	157953
Ghir_A08	70200000	71200000	9833
Ghir_A08	70400000	71400000	9833
Ghir_A08	70600000	71600000	9833
Ghir_A08	70800000	71800000	9833
Ghir_A08	71000000	72000000	136727
Ghir_A08	71200000	72200000	150295
Ghir_D04	35800000	36800000	104237
Ghir_A08	71400000	72400000	193743
Ghir_D04	36000000	37000000	120683
Ghir_A08	71600000	72600000	206728
Ghir_D04	36200000	37200000	102637
Ghir_D04	36400000	37400000	106314
Ghir_D04	36600000	37600000	160142
Ghir_D04	36800000	37800000	122858
Ghir_D04	37000000	38000000	143241
Ghir_A10	73800000	74800000	1437124
Ghir_D04	37200000	38200000	156554
Ghir_A10	74000000	75000000	1323023
Ghir_D04	37400000	38400000	152582
Ghir_A10	74200000	75200000	1314573
Ghir_D04	37600000	38600000	63084
Ghir_A10	74400000	75400000	1376098
Ghir_A10	74600000	75600000	1554925
Ghir_A10	74800000	75800000	1535234
Ghir_A10	75000000	76000000	1491654
Ghir_A10	75200000	76200000	327361
Ghir_A10	75400000	76400000	284477
Ghir_A10	75600000	76600000	106696
Ghir_A04	33800000	34800000	0
Ghir_A04	34000000	35000000	60821
Ghir_A04	34200000	35200000	133502
Ghir_A04	34400000	35400000	433594
Ghir_A04	34600000	35600000	433594
Ghir_A04	34800000	35800000	433594
Ghir_A04	35000000	36000000	372773
Ghir_A04	35200000	36200000	309738
Ghir_A13	99800000	100800000	2052790
Ghir_A04	35400000	36400000	9646
Ghir_D06	15800000	16800000	155490
Ghir_A13	100000000	101000000	2121466
Ghir_A04	35600000	36600000	9646
Ghir_D06	16000000	17000000	134189
Ghir_A13	100200000	101200000	2101319
Ghir_D06	16200000	17200000	377176
Ghir_A13	100400000	101400000	2139764
Ghir_D06	16400000	17400000	382745
Ghir_A13	100600000	101600000	2196768
Ghir_D06	16600000	17600000	368420
Ghir_A13	100800000	101800000	355642
Ghir_D06	16800000	17800000	317087
Ghir_A13	101000000	102000000	298083
Ghir_D06	17000000	18000000	307390
Ghir_A13	101200000	102200000	240676
Ghir_D06	17200000	18200000	85501
Ghir_A13	101400000	102400000	274859
Ghir_D06	17400000	18400000	86628
Ghir_A13	101600000	102600000	316421
Ghir_A07	59800000	60800000	16541
Ghir_D06	17600000	18600000	138220
Ghir_A07	60000000	61000000	16541
Ghir_A07	60200000	61200000	0
Ghir_A07	60400000	61400000	0
Ghir_A07	60600000	61600000	0
Ghir_A07	60800000	61800000	0
Ghir_A07	61000000	62000000	0
Ghir_A07	61200000	62200000	8813
Ghir_D03	25800000	26800000	20091
Ghir_A07	61400000	62400000	8813
Ghir_D03	26000000	27000000	20091
Ghir_A07	61600000	62600000	10206
Ghir_D03	26200000	27200000	31276
Ghir_D03	26400000	27400000	31276
Ghir_D03	26600000	27600000	11185
Ghir_D03	26800000	27800000	11185
Ghir_D03	27000000	28000000	14510
Ghir_D03	27200000	28200000	3325
Ghir_D03	27400000	28400000	39086
Ghir_A03	21800000	22800000	0
Ghir_D03	27600000	28600000	65684
Ghir_A03	22000000	23000000	0
Ghir_A03	22200000	23200000	19638
Ghir_A03	22400000	23400000	54912
Ghir_A03	22600000	23600000	54912
Ghir_A03	22800000	23800000	105338
Ghir_A03	23000000	24000000	122526
Ghir_A03	23800000	24800000	47315
Ghir_A03	23200000	24200000	122526
Ghir_D10	11800000	12800000	104824
Ghir_A03	24000000	25000000	30127
Ghir_A03	23400000	24400000	74958
Ghir_D10	12000000	13000000	109108
Ghir_A03	24200000	25200000	30127
Ghir_A03	23600000	24600000	97741
Ghir_D10	12200000	13200000	148289
Ghir_A03	24400000	25400000	22783
Ghir_D10	12400000	13400000	155220
Ghir_A03	24600000	25600000	7964
Ghir_D10	12600000	13600000	190136
Ghir_A03	24800000	25800000	11501
Ghir_D10	12800000	13800000	192208
Ghir_A03	25000000	26000000	15510
Ghir_D10	13000000	14000000	185758
Ghir_A03	25200000	26200000	17571
Ghir_D10	13200000	14200000	128041
Ghir_A08	71800000	72800000	206728
Ghir_A03	25400000	26400000	17571
Ghir_D10	13400000	14400000	125542
Ghir_A08	72000000	73000000	221520
Ghir_A03	25600000	26600000	16420
Ghir_D10	13600000	14600000	91779
Ghir_A08	72200000	73200000	95229
Ghir_A08	72400000	73400000	70108
Ghir_A08	72600000	73600000	58796
Ghir_A08	72800000	73800000	68580
Ghir_A08	73000000	74000000	53733
Ghir_A08	73200000	74200000	53061
Ghir_D04	37800000	38800000	63084
Ghir_A08	73400000	74400000	17748
Ghir_D04	38000000	39000000	57791
Ghir_A08	73600000	74600000	16075
Ghir_D04	38200000	39200000	52205
Ghir_D04	38400000	39400000	78300
Ghir_D04	38600000	39600000	90555
Ghir_D04	38800000	39800000	111911
Ghir_D04	39000000	40000000	79057
Ghir_A10	75800000	76800000	100207
Ghir_D04	39200000	40200000	102542
Ghir_A10	76000000	77000000	90005
Ghir_D04	39400000	40400000	75602
Ghir_A10	76200000	77200000	104324
Ghir_D04	39600000	40600000	105293
Ghir_A10	76400000	77400000	174578
Ghir_A10	76600000	77600000	173532
Ghir_A10	76800000	77800000	270163
Ghir_A10	77000000	78000000	274538
Ghir_A10	77200000	78200000	213170
Ghir_A10	77400000	78400000	127859
Ghir_A10	77600000	78600000	129674
Ghir_A04	35800000	36800000	9646
Ghir_A04	36000000	37000000	9646
Ghir_A04	36200000	37200000	0
Ghir_A04	36400000	37400000	0
Ghir_A04	36600000	37600000	0
Ghir_A04	36800000	37800000	0
Ghir_A04	37000000	38000000	0
Ghir_A04	37200000	38200000	0
Ghir_A13	101800000	102800000	374101
Ghir_A04	37400000	38400000	0
Ghir_D06	17800000	18800000	142985
Ghir_A13	102000000	103000000	480404
Ghir_A04	37600000	38600000	0
Ghir_D06	18000000	19000000	143547
Ghir_A13	102200000	103200000	578487
Ghir_D06	18200000	19200000	125751
Ghir_A13	102400000	103400000	653509
Ghir_D06	18400000	19400000	195780
Ghir_A13	102600000	103600000	572870
Ghir_D06	18600000	19600000	145557
Ghir_A13	102800000	103800000	515091
Ghir_D06	18800000	19800000	222556
Ghir_A13	103000000	104000000	437815
Ghir_D06	19000000	20000000	252412
Ghir_A13	103200000	104200000	472957
Ghir_D06	19200000	20200000	250385
Ghir_A13	103400000	104400000	377727
Ghir_D06	19400000	20400000	203464
Ghir_A13	103600000	104600000	369140
Ghir_A07	61800000	62800000	10206
Ghir_D06	19600000	20600000	191987
Ghir_A07	62000000	63000000	10206
Ghir_A07	62200000	63200000	1393
Ghir_A07	62400000	63400000	16388
Ghir_A07	62600000	63600000	50668
Ghir_A07	62800000	63800000	52746
Ghir_A07	63000000	64000000	156663
Ghir_A07	63200000	64200000	156663
Ghir_D03	27800000	28800000	97341
Ghir_A07	63400000	64400000	150849
Ghir_D03	28000000	29000000	111954
Ghir_A07	63600000	64600000	116728
Ghir_D03	28200000	29200000	111954
Ghir_D03	28400000	29400000	77824
Ghir_D03	28600000	29600000	404795
Ghir_D03	28800000	29800000	475167
Ghir_D03	29000000	30000000	460777
Ghir_D03	29200000	30200000	460777
Ghir_D03	29400000	30400000	492448
Ghir_D03	29600000	30600000	169200
